status,source_URLs,Name,Type,Cardinality,Label,Required,Help
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,specialsDescription,string,0..1,Specials Description,F,"Settable only if onSpecial is set to True. You can provide letters, numbers and basic HTML code."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,stockDescription,string,0..1,Stock Description,F,"Enter up to 21 characters to specify information about this item, such as New, Refurbished or Ships 2-3 days."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,storeDescription,string,0..1,Store Description,F,Sets the item description. This field can contain plain text as well as basic html code.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,storeDetailedDescription,string,0..1,Detailed Description,F,Sets the detailed item description. This field can contain plain text as well as basic html code.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,storeDisplayImage,RecordRef,0..1,Item Display Image,F,"References an existing image file in the file cabinet. In order to retrieve a list of available values for this field, use the GetSelectValue operation."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,storeDisplayName,string,0..1,Store Display Name,F,Sets the item name for your Web site.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,storeDisplayThumbnail,RecordRef,0..1,Item Display Thumbnail,F,"References an existing image file in the file cabinet. In order to retrieve a list of available values for this field, use the GetSelectValue operation."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,storeItemTemplate,RecordRef,0..1,Item Drilldown Template,F,References an existing item template at Setup > Web Site > Item/Category Templates.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,subsidiaryList,RecordRefList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,taxSchedule,RecordRef,0..1,Schedule,T,"Select the tax schedule you want to apply to this item.
You can create new tax schedules at Setup > Accounting > Taxes > Tax Schedules > New."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,translationsList,TranslationList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,upcCode,string,0..1,UPC Code,F,"Defines whether this is a unv part code. Bar codes for items are generated in Code 128 by default. If you prefer to use the UPC code format, set this field to True on each item record."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,urlComponent,string,0..1,URL Component,F,"Enter a short, descriptive name for this item to appear as part of its URL in the Web store.
Setting a name to show in the URL can result in better ranking from search engines.
If you leave this field blank, NetSuite terms and numbers are used as identifiers in the URL.
Note: Descriptive URL components are case sensitive. Descriptive URLs must match the case used in the URL Component field of an item record to point to the correct page."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,useMarginalRates,boolean,0..1,Use Marginal Rates,F,"Set to true if you want the quantity discounts in the schedule to be applied to each pricing bracket separately.
For example, a schedule offers no discount for the first 100 items sold and a 5% discount if more than 100 are sold. If 150 items are sold, the first 100 are at normal price, and the other fifty items are sold at 5% discount.
The fault value is false, which applies the discount to all items sold."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,vsoeDeferral,VsoeDeferral,0..1,Deferral,F,"In this field set how to handle deferment when this item is sold as part of a bundle. The available options are:
_deferBundleUntilDelivered � Until this item is marked delivered, the revenue recognition of all items in the bundle is deferred. A typical use for this option is to identify items whose revenue recognition depends on the delivery of the item itself, in addition to the delivery of a separate service. For example, a specified upgrade would typically be marked Defer Bundle Until Delivered.
_deferUntilItemDelivered � Until this item is marked delivered, the revenue recognition of this item is deferred. This setting is the default for this field. 
Note: The deferral setting you set for each item in a bundle works together with the deferral settings for other items in the bundle."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,vsoeDelivered,boolean,0..1,Default as Delivered,F,Check this box to automatically set this item to a Delivered status when this item is added to a transaction. Clear this box to leave the delivery status clear by default.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,vsoePermitDiscount,VsoePermitDiscount,0..1,Permit Discount,F,"Set one of the following options to determine how discounts are handled for this item.
_asAllowed - Allows a portion of an applicable discount to be applied against this item if its status is Delivered when the VSOE allocation is performed.
_never - Does not allow a discount to be applied against this item when the VSOE allocation is performed. This selection would be common for a Specified Upgrade. 
Note: The default for this field is _asAllowed."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,vsoePrice,double,0..1,Allocation Price,F,"Set the VSOE price for this item, if the price is known.
Note: If you need to use more than one VSOE price for an item, you can set the most common price here and then change the price on each order manually."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,vsoeSopGroup,VsoeSopGroup,0..1,Allocation Type,F,"Select an allocation type to associate with this item on sales transactions.
    * Normal - Revenue allocation follows EITF 08-01 rules when you use VSOE and the fair value price list with advanced revenue management.
    * Exclude - This item is excluded from revenue allocation. The item discounted sales amount is the revenue amount.
    * Software - The item is software. When you use VSOE with the EITF SuiteApp, both EITF 08-01 and SOP 97-2 rules apply for revenue allocation. When you use advanced revenue management, revenue allocation follows the fair value price list. Then if the fair value prices for any of the items in the allocation are estimates rather than VSOE, the allocation is recalculated using the residual method.
Note: Do not select the Software value unless you are using VSOE with the EITF SuiteApp or Advanced Revenue Management."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,weight,double,0..1,Item Weight,F,Set the weight of this item
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/kititem.html,weightUnit,RecordRef,0..1,Weight Unit,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/landedcost.html,,,,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/landedcost.html,landedCostDataList,LandedCostDataList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/leadsource.html,,,,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/leadsource.html,description,string,0..1,Description,F,Enter a description of this note type.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/leadsource.html,isInactive,boolean,0..1,Inactive,F,Sets whether the current category is active. Defaults to False.  An inactive category cannot be used as a selection.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/leadsource.html,name,string,0..1,Name,T,Sets the name that is displayed for selecting this category in the UI.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,,,,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,allowStorePickup,boolean,0..1,Allow Store Pickup,F,"Check the Allow Store Pickup box to set the location as a valid store pickup location. This enables the location to be used in a store pickup fulfillment workflow.
In a sales order, when you set the Fulfillment Choice to Store Pickup, you can select this location as the fulfillment location for line items in the sales order, provided that the line items also have the Allow Store Pickup box checked."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,autoAssignmentRegionSetting,LocationAutoAssignmentRegionSetting,0..1,Automatic Location Assignment,F,"Choose how you want the automatic location assignment feature to work with the location. You can select one of the following:
    * Disallow - Disables automatic location assignment for the location. The location will not be assigned to any sales orders by the automatic location assignment engine.
    * Allow Worldwide - The location can be assigned to sales orders with shipping addresses anywhere in the world.
    * Allow Worldwide Except Excluded Regions - The location can be assigned to sales orders with shipping addresses anywhere in the world, except if the shipping address is in an excluded region.
    * Allow Specified Regions Only - The location can be assigned to sales orders, but only when the shipping address is in one of the included regions."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,bufferStock,long,0..1,Buffer Stock,F,"In the Buffer Stock field, enter the minimum quantity of inventory to be maintained at the location.
NetSuite uses this buffer stock when the Automatic Location Assignment feature processes orders. The buffer stock prevents NetSuite from assigning a fulfillment location to a line on an order if doing this causes inventory at the location to drop below the buffer stock.
For example, the current item inventory at a location is 6 and the buffer stock for the location is 5. If an order is created with quantity 2, NetSuite will not assign the location to the line because doing this would cause inventory to drop below the buffer stock."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,businessHoursList,LocationBusinessHoursList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,classTranslationList,ClassTranslationList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,customFieldList,CustomFieldList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,dailyShippingCapacity,long,0..1,Daily Shipping Capacity,F,"Enter the maximum number of orders that can be shipped from a location in one day. Shipping capacity is based on the number of fulfillment requests created for the location in a one day interval. Automatic location assignment will not assign orders to the location if the daily shipping capacity has been reached.
This field is only available when the Fulfillment Request feature is enabled.
Note: The shipping capacity can be exceeded if the location is set manually on a sales order line."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,excludeLocationRegionsList,LocationRegionsList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,geolocationMethod,LocationGeolocationMethod,0..1,Derive From Postal Code,F,"Choose the method by which automatic location assignment establishes the geographic position of the location:
    * Derive From Postal Code: Choose this option when you want automatic location assignment to use the postal code to calculate the geographic coordinates of the location. Because postal codes are irregular in shape, NetSuite uses the centroid (or geometrical center) of the postal code area. NetSuite uses third-party data to calculate these coordinates.
      This option is the default geolocation method for location records.
    * Use Latitude/Longitude Coordinates: Choose this option when you want automatic location assignment to use the latitude and longitude coordinates as specified in the Latitude and Longitude fields of the location record."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,includeChildren,boolean,0..1,Include Children,F,Check the Include Children box to associate the location with all the sub-subsidiaries associated with each subsidiary selected in the Subsidiary field.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,includeLocationRegionsList,LocationRegionsList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,isInactive,boolean,0..1,{1} is Inactive,F,This field is false by default.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,latitude,double,0..1,Latitude,F,"Enter the latitude coordinate of the location in decimal format, for example, ""37.5367"".
Latitude is between -90 and 90.
Use at least four decimal places to achieve a precise location. The decimal symbol you use depends on the number format in your user preferences."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,locationType,LocationType,0..1,Location Type,F,"Select the kind of location: Store, Warehouse, or Undefined. The location type is one of the criteria that the Automatic Location Assignment feature uses when determining the ideal fulfillment location. You can set the location to Undefined to represent locations that are neither a store nor a warehouse."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,logo,RecordRef,0..1,Logo,F,"In order to retrieve a list of available values for this field, use the GetSelectValue operation. For more information, see getSelectValue of the Platform Guide."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,longitude,double,0..1,Longitude,F,"Enter the longitude coordinate of the location in decimal format, for example, ""-122.3285"". Longitude is between -180 and 180.
Use at least four decimal places to achieve a precise location. The decimal symbol you use depends on the number format in your user preferences."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,mainAddress,Address,0..1,Address,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,makeInventoryAvailable,boolean,0..1,Make Inventory Available,F,"Check this box to make on-hand inventory stored at the location available to orders.
Clear this box to exclude on-hand inventory stored at the location from the available count."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,makeInventoryAvailableStore,boolean,0..1,Make Inventory Available in Web Store,F,"Check this box to include on-hand inventory stored at the location in the total quantity available to display in the Web Store.
Clear this box to exclude the on-hand inventory stored at the location from the total quantity available to display in the Web Store."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,name,string,0..1,Name,T,"Enter a name for this location. The name you enter here is the name that shows in location lists on records and transactions.
The name can be alphanumeric. The maximum number of characters is 31."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,nextPickupCutOffTime,dateTime,0..1,Next Pickup Cut-Off Time,F,"The next cut-off time for same day pickup orders at the location. NetSuite determines this time based on the same day pickup cut-off times in the business hours. The next pickup cut-off time might not be on the current day if one of the following is true:
    * The current day does not have a same day pickup cut-off time defined.
    * The same day pickup cut-off time has already passed on the current day.
This field is read only."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,parent,RecordRef,0..1,Sublocation of,F,"In order to retrieve a list of available values for this field, use the GetSelectValue operation. For more information, see getSelectValue of the Platform Guide."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,returnAddress,Address,0..1,Return Address,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,storePickupBufferStock,double,0..1,Store Pickup Buffer Stock,F,"In the Store Pickup Buffer Stock field, enter the minimum inventory to be maintained at the location when creating store pickup orders.
NetSuite uses the store pickup buffer stock to calculate the quantity available for store pickup of an item. Visitors to the web store will only be able to create a pickup order if the quantity available for store pickup is greater than zero.
The store pickup buffer stock applies to all items at the location."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,subsidiaryList,RecordRefList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,timeZone,LocationTimeZone,0..1,Time Zone,F,Select the time zone of the location.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,totalShippingCapacity,long,0..1,Total Shipping Capacity,F,"The maximum number of shipping orders that can accumulate in the backlog of orders to be shipped from the location. Shipping orders are based on the number of open fulfillment requests.
The fulfillment workload distribution strategy in a rule uses this field to calculate current available work capacity at locations.
This field is only available when the Fulfillment Request feature is enabled."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,tranPrefix,string,0..1,Document Number Prefix,F,"When you use auto-generated numbering with the Locations feature, you can make your transaction number sequences independent per location.
Enter up to 8 alphanumeric characters in this field to number transactions with a prefix to signify this location. Then, click Save.
To set up auto-generated numbering, go to Setup >  Setup Tasks > Auto-Generated Numbers. On the Document Numbers subtab, check the Use Location box next to each transaction this prefix should apply to."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/location.html,useBins,boolean,0..1,Use Bins,F,"Check this box to use bins to track inventory at this location.
Clear this box to not use bins track inventory at this location."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,,,,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,accountingBookDetailList,ItemAccountingBookDetailList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,alternateDemandSourceItem,RecordRef,0..1,,,"For demand planning purposes, choose another item if you want to examine the historical sales of an item other than the one on the current record. When this field is left blank, the source for historical data is the original item.
For example, if you are setting up Item A for demand planning, but Item A does not have an extensive sales history, you can choose Item B as an alternate source for historical data. Then, when demand calculations need to be made for Item A, NetSuite uses Item B’s history for the calculations.
Note: You can select only an item that is of the same item type to be an alternate source. For example, if the original item is an inventory item, the alternate source item must also be an inventory item."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,assetAccount,RecordRef,0..1,,,"References an existing asset account at Lists > Accounting > Accounts. In order to retrieve a list of available values for this field, use the GetSelectValue operation."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,autoLeadTime,boolean,0..1,,,"Lead time is the average number of days between ordering this item from the vendor and receiving it.
    * Check the Auto-Calculate box if you want NetSuite to calculate the lead time based on the most recent order history of this item. This is calculated by taking the number of days between the order entry and receipt on the three most recent purchase orders, and dividing by three.
          o If there are multiple receipts for the item against the same purchase order, only the first receipt is used for the calculation.
          o Lead time calculation is not weighted by number of units received.
          o More recent purchase orders without receipts are ignored.
    * Clear the Auto-Calculate box to manually enter a lead time value in days. If the Auto-Calculate box is cleared and no value is entered, then the default value from the Set Up Inventory Management page is used."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,autoPreferredStockLevel,boolean,0..1,,,"The preferred stock level is the optimum quantity to maintain in stock of an item.
Set to true if you want NetSuite to calculate the preferred stock level based on demand for the item. The preferred stock level is calculated as:
    (daily demand * number of days supply preferred)"
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,autoReorderPoint,boolean,0..1,,,"The Reorder Point is the quantity level at which you need to reorder or build more of this item. Set this field to false to manually calculate the point at which to reorder or build more of this item
Set this field to true if you want NetSuite to calculate the reorder point based on demand for the item over time. The reorder point depends on the safety stock definition and is calculated as follows:
Without safety stock defined:   Reorder point = (average lead time days * demand)
With safety stock defined in days:    Reorder point = [(average lead time days + safety stock days) * demand]
With safety stock quantity defined:    Reorder point = [(average lead time days * demand) + safety stock quantity)"
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,availableToPartners,boolean,0..1,,,"If true, this item is available in the Advanced Partner Center."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,averageCost,double,0..1,,,"This field displays the current average cost of the item across all locations. Using the weighted-average method, the average cost is calculated as the total units available during a period divided by the beginning inventory cost plus the cost of additions to inventory.
Note: The average cost calculated per location is listed for each location on the Locations subtab.
If you use Multiple Units of Measure, average cost is calculated using stock units."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,billExchRateVarianceAcct,RecordRef,0..1,,,"Select the account to post to for variances in exchange rates associated with this item. These variances occur when there are exchange rate differences between the receipt and the bill for an item.
Note: After you select a variance account in this field, you can select another account at a later date if a change is necessary. Account changes are noted on the System Notes subtab of the History subtab of item records."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,billingSchedule,RecordRef,0..1,,,"Allows users to reference default Billing Schedules for items.
In order to retrieve a list of available values for this field, use the GetSelectValue operation."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,billOfMaterialsList,LotNumberedAssemblyItemBillOfMaterialsList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,billPriceVarianceAcct,RecordRef,0..1,,,"Select the account to post to for variances in billing prices associated with this item. These variances occur when there is a difference in the price of an item showing on the purchase order and the price of an item showing on the bill.
Note: After you select a variance account in this field, you can select another account at a later date if a change is necessary. Account changes are noted on the System Notes subtab of the History subtab of item records."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,billQtyVarianceAcct,RecordRef,0..1,,,"Select the account to post to for variances in billing quantities associated with this item. These variances occur when there is a difference in the quantity of an item showing on the receipt and the quantity of an item showing on the bill.
Note: After you select a variance account in this field, you can select another account at a later date if a change is necessary. Account changes are noted on the System Notes subtab of the History subtab of item records."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,binNumberList,InventoryItemBinNumberList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,buildEntireAssembly,boolean,0..1,,,"Checking this box instructs the work order to build sub-assemblies for this item by default.
Sub-assemblies are marked as Phantom on the Item Source, and the mark Sub-Assemblies Phantom box will be checked on the work order.
This default can be overridden by clearing the Mark Sub-Assemblies Phantom box or amending the item source ."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,buildTime,long,0..1,,,"In the Work Order Lead Time field, enter the lead time (in days) to build one assembly in the base unit."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,class,RecordRef,0..1,,,References a value from a user defined list at Setup > Company > Classifications > Classes. This field is required when the Make Classes Mandatory preference is enabled at Setup > Accounting > Accounting Preferences.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,cogsAccount,RecordRef,0..1,,,"References an existing COGs account at Lists > Accounting > Accounts. In order to retrieve a list of available values for this field, use the GetSelectValue operation."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,cost,double,0..1,,,"Enter the price you pay for this item.
If you do not enter a price, purchase orders for this item show the most recent purchase price by default.
If you select a preferred vendor for this item, the price is shown in the currency selected on the vendor's record. If no preferred vendor is selected, the price is shown in your base currency."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,costCategory,RecordRef,0..1,,,"Select a cost category to associate with this item. View existing cost categories at <_TABNAME=LIST_ACCOUNTINGOTHERLIST_> > <_TASKCATEGORY= LIST_ACCOUNTINGOTHERLIST_> > Accounting Lists > Cost Category. For more details, click Help and read Creating Cost Categories."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,costEstimate,double,0..1,,,Enter an Item Defined Cost amount.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,costEstimateType,ItemCostEstimateType,0..1,,,"The Cost Estimate Type determines what value NetSuite uses to calculate estimated Gross Profit.
The estimated Gross Profit for Items on a transaction provides the data needed to calculate the total estimated Gross Profit on that transaction.
The individual line items that you enter in a transaction determine the amounts that post when you process that transaction.
The following Cost Estimate Types on Items are available:
    * Item Defined Cost - a user-defined amount, entered into the Item Defined Cost field on the Item definition page.
    * Average Cost - NetSuite calculates an average cost of the units purchased. 
    * Last Purchase Price - This field displays the most recent purchase price of the item as determined by purchase order receipt transactions. 
    * Purchase Price - Price entered that you pay for this item. If you do not enter a price, then the most recent purchase price from purchase orders provides the price for this item by default.
    * Preferred Vendor Rate - This option is only used if the Multi-Vendor feature is enabled and multiple vendors supply the same item.
          o First priority is to use the preferred vendor rate if defined on the Item record.
          o Next priority would be to use the purchase price.
          o Last priority would be the purchase order rate. (Initially this uses the preferred vendor rate cost, and then after a purchase order is entered, this type uses the most recent actual purchase order rate. Special orders and drop-shipped items use this cost information.)
    * Derived from member items - Total costs of items currently included in a kit. This Cost Estimate Type only applies to kits and sums the estimated costs of each item in the kit, based on each of their individual Cost Estimate Types. Uses the latest definition of the kit, not its historical definition."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,costingMethod,ItemCostingMethod,0..1,,,"Because the costingMethod field becomes read-only when set, it is not returned in get and basic search operations.  Instead, the read-only field costingMethodDisplay is returned.  The costingMethod field can be used only for addRecord operations and in searches."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,costingMethodDisplay,string,0..1,,,"This is a read-only value that returns the costing method for the item. 
Because the costingMethod field becomes read-only when set, it is not returned in get and basic search operations.  Instead, the read-only field CostingMethodDisplay is returned."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,countryOfManufacture,Country,0..1,,,References a value in a system list. Values are listed at platformCommonTyp:Country.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,createdDate,dateTime,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,createRevenuePlansOn,RecordRef,0..1,,,"Select the event that triggers creation of revenue recognition plans. Match the event with the amount source of the item's revenue recognition rule.
    * Revenue Arrangement Creation - Revenue plans can be created when the revenue arrangement is created. Use this option with rules that have Event-Amount as the Amount Source.
    * Billing - Revenue plans can be created when the sales order is billed and from stand-alone cash sales, invoices, credit memos, and cash refunds. Use this option with rules that have Event-Percent based on amount as the Amount Source.
    * Fulfillment - This option is available only when Advanced Shipping is enabled. Revenue plans can be created upon fulfillment. Use this option with rules that have Event-Percent based on quantity as the Amount Source.
    * Project Progress - This option is available only when the Projects feature is enabled. Use this option with rules that have Event-Percent Complete as the Amount Source."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,customFieldList,CustomFieldList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,customForm,RecordRef,0..1,,,"References an existing custom form for this record type. To ensure that field relationships defined within a desired custom form are maintained, you must provide the customForm value. Also, if defaults are off, then customForm is required, if defaults are on then the default form is used. Internal ID values for existing forms can be found at Setup > Customization > Entry Forms. In order to retrieve a list of available values for this field, use the GetSelectValue operation."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,defaultItemShipMethod,RecordRef,0..1,,,"Select the shipping method to display by default when adding the item to a sales order.
You can override the default shipping method and enter any shipping method when fulfilling an order."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/lotnumberedassemblyitem.html,defaultReturnCost,double,0..1,,,Enter the rate you want to default to show as the cost for this item when it is returned. What you enter in this field defaults to show in the Override Rate field on item receipts. You can still change this value after it appears on the item receipt.
